1510,31.00,39.00
1510,31.00,39.00
1545,31.00,39.00
1626,31.00,38.00
1708,31.00,38.00
1750,32.00,37.00
1837,32.00,37.00
1918,32.00,37.00
2000,32.00,37.00
2042,32.00,39.00
2123,32.00,42.00
2205,31.00,45.00
2247,31.00,45.00
2328,31.00,45.00
10,30.00,41.00
52,30.00,35.00
